,docid,key,label_jp_long_filled,amounts_change_cls,calc_parent_key
714699,S100R5Y8,jppfs_cor:OperatingIncome,営業利益又は営業損失（△）,increase_10,jppfs_cor:OrdinaryIncome
714700,S100R5Y8,jppfs_cor:OrdinaryIncome,経常利益又は経常損失（△）,increase_10,jppfs_cor:IncomeBeforeIncomeTaxes
714701,S100R5Y8,jppfs_cor:IncomeTaxes,法人税等,increase_10,jppfs_cor:ProfitLoss
714702,S100R5Y8,jppfs_cor:Liabilities,負債,stable,jppfs_cor:LiabilitiesAndNetAssets
714703,S100R5Y8,jppfs_cor:Land,土地,stable,jppfs_cor:PropertyPlantAndEquipment
714704,S100R5Y8,jppfs_cor:ProvisionForBonuses,賞与引当金,increase_10,jppfs_cor:CurrentLiabilities
714705,S100R5Y8,jppfs_cor:RetainedEarnings,利益剰余金,increase_20,jppfs_cor:ShareholdersEquity
714706,S100R5Y8,jppfs_cor:ProvisionForShareBasedRemunerationForDirectorsAndOtherOfficersNCL,役員株式給付引当金、固定負債,increase_10,jppfs_cor:NoncurrentLiabilities
714707,S100R5Y8,jppfs_cor:NotesAndAccountsReceivableTradeAndContractAssets,受取手形、売掛金及び契約資産,increase_10,jppfs_cor:CurrentAssets
714708,S100R5Y8,jppfs_cor:GuaranteeDepositsIOA,差入保証金、投資その他の資産,stable,jppfs_cor:InvestmentsAndOtherAssets
714709,S100R5Y8,jppfs_cor:ProvisionForLossOnConstructionContracts,工事損失引当金,decrease_20,jppfs_cor:CurrentLiabilities
714710,S100R5Y8,jppfs_cor:InvestmentSecurities,投資有価証券,increase_10,jppfs_cor:InvestmentsAndOtherAssets
714711,S100R5Y8,jppfs_cor:BuildingsAndStructures,建物及び構築物,increase_10,jppfs_cor:BuildingsAndStructuresNet
714712,S100R5Y8,jppfs_cor:OtherIOA,その他、投資その他の資産,stable,jppfs_cor:InvestmentsAndOtherAssets
714713,S100R5Y8,jppfs_cor:NetDefinedBenefitAsset,退職給付に係る資産,stable,jppfs_cor:InvestmentsAndOtherAssets
714714,S100R5Y8,jppfs_cor:NotesAndAccountsPayableTrade,支払手形及び買掛金,increase_10,jppfs_cor:CurrentLiabilities
714715,S100R5Y8,jppfs_cor:AllowanceForDoubtfulAccountsCA,貸倒引当金、流動資産、一括控除,increase_20,jppfs_cor:CurrentAssets
714716,S100R5Y8,jppfs_cor:IncomeTaxesDeferred,法人税等調整額,decrease_20,jppfs_cor:IncomeTaxes
714717,S100R5Y8,jppfs_cor:ProvisionOfAllowanceForDoubtfulAccountsNOE,貸倒引当金繰入額、営業外費用,new,jppfs_cor:NonOperatingExpenses
714718,S100R5Y8,jppfs_cor:ValuationAndTranslationAdjustments,評価・換算差額等,increase_20,jppfs_cor:NetAssets
714719,S100R5Y8,jppfs_cor:RawMaterialsAndSupplies,原材料及び貯蔵品,increase_20,jppfs_cor:CurrentAssets
714720,S100R5Y8,jppfs_cor:MerchandiseAndFinishedGoods,商品及び製品,increase_10,jppfs_cor:CurrentAssets
714721,S100R5Y8,jppfs_cor:DeferredTaxAssets,繰延税金資産,stable,jppfs_cor:InvestmentsAndOtherAssets
714722,S100R5Y8,jppfs_cor:DeferredTaxLiabilities,繰延税金負債,increase_10,jppfs_cor:NoncurrentLiabilities
714723,S100R5Y8,jppfs_cor:IncomeTaxesPayable,未払法人税等,decrease_10,jppfs_cor:CurrentLiabilities
714724,S100R5Y8,jppfs_cor:NonOperatingExpenses,営業外費用,decrease_20,jppfs_cor:OrdinaryIncome
714725,S100R5Y8,jppfs_cor:IntangibleAssets,無形固定資産,decrease_10,jppfs_cor:NoncurrentAssets
714726,S100R5Y8,jppfs_cor:OtherNOE,その他、営業外費用,increase_20,jppfs_cor:NonOperatingExpenses
714727,S100R5Y8,jppfs_cor:Software,ソフトウエア,decrease_10,jppfs_cor:IntangibleAssets
714728,S100R5Y8,jppfs_cor:OtherNOI,その他、営業外収益,decrease_20,jppfs_cor:NonOperatingIncome
714729,S100R5Y8,jppfs_cor:AccumulatedDepreciationBuildingsAndStructures,減価償却累計額、建物及び構築物,increase_10,jppfs_cor:BuildingsAndStructuresNet
714730,S100R5Y8,jppfs_cor:NonOperatingIncome,営業外収益,increase_10,jppfs_cor:OrdinaryIncome
714731,S100R5Y8,jppfs_cor:InvestmentsAndOtherAssets,投資その他の資産,stable,jppfs_cor:NoncurrentAssets
714732,S100R5Y8,jppfs_cor:ProfitLoss,当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）,increase_20,top_account
714733,S100R5Y8,jppfs_cor:OtherCA,その他、流動資産,increase_20,jppfs_cor:CurrentAssets
714734,S100R5Y8,jppfs_cor:OtherCL,その他、流動負債,increase_10,jppfs_cor:CurrentLiabilities
714735,S100R5Y8,jppfs_cor:OtherNCL,その他、固定負債,stable,jppfs_cor:NoncurrentLiabilities
714736,S100R5Y8,jppfs_cor:NetDefinedBenefitLiability,退職給付に係る負債,stable,jppfs_cor:NoncurrentLiabilities
714737,S100R5Y8,jppfs_cor:AccumulatedDepreciationOtherPPE,減価償却累計額、その他、有形固定資産,increase_10,jppfs_cor:OtherNetPPE
714738,S100R5Y8,jppfs_cor:CurrentAssets,流動資産,increase_10,jppfs_cor:Assets
714739,S100R5Y8,jppfs_cor:ValuationDifferenceOnAvailableForSaleSecurities,その他有価証券評価差額金,increase_10,jppfs_cor:ValuationAndTranslationAdjustments
714740,S100R5Y8,jppfs_cor:ContractLiabilities,契約負債,decrease_10,jppfs_cor:CurrentLiabilities
714741,S100R5Y8,jppfs_cor:IncomeTaxesCurrent,法人税、住民税及び事業税,decrease_10,jppfs_cor:IncomeTaxes
714742,S100R5Y8,jppfs_cor:ShareholdersEquity,株主資本,increase_10,jppfs_cor:NetAssets
714743,S100R5Y8,jppfs_cor:TreasuryStock,自己株式,stable,jppfs_cor:ShareholdersEquity
714744,S100R5Y8,jppfs_cor:CurrentLiabilities,流動負債,stable,jppfs_cor:Liabilities
714745,S100R5Y8,jppfs_cor:NoncurrentAssets,固定資産,stable,jppfs_cor:Assets
714746,S100R5Y8,jppfs_cor:ForeignCurrencyTranslationAdjustment,為替換算調整勘定,decrease_20,jppfs_cor:ValuationAndTranslationAdjustments
714747,S100R5Y8,jppfs_cor:NoncurrentLiabilities,固定負債,increase_10,jppfs_cor:Liabilities
714748,S100R5Y8,jppfs_cor:RemeasurementsOfDefinedBenefitPlans,退職給付に係る調整累計額,decrease_20,jppfs_cor:ValuationAndTranslationAdjustments
733517,S100R4TK,jppfs_cor:IncomeTaxesPayable,未払法人税等,stable,jppfs_cor:CurrentLiabilities
733518,S100R4TK,jppfs_cor:CostsOnUncompletedConstructionContractsCNS,未成工事支出金、建設業,decrease_10,jppfs_cor:CurrentAssets
733519,S100R4TK,jppfs_cor:NoncurrentAssets,固定資産,stable,jppfs_cor:Assets
733520,S100R4TK,jppfs_cor:NotesReceivableAccountsReceivableFromCompletedConstructionContractsAndOtherCNS,受取手形・完成工事未収入金等、建設業,increase_10,jppfs_cor:CurrentAssets
733521,S100R4TK,jppfs_cor:IntangibleAssets,無形固定資産,stable,jppfs_cor:NoncurrentAssets
733522,S100R4TK,jppfs_cor:ProvisionForLossOnDisasterCL,災害損失引当金、流動負債,decrease_20,jppfs_cor:CurrentLiabilities
733523,S100R4TK,jppfs_cor:ElectronicallyRecordedObligationsOperatingCL,電子記録債務、流動負債,increase_10,jppfs_cor:CurrentLiabilities
733524,S100R4TK,jppfs_cor:RemeasurementsOfDefinedBenefitPlans,退職給付に係る調整累計額,stable,jppfs_cor:ValuationAndTranslationAdjustments
733525,S100R4TK,jppfs_cor:IncomeTaxesCurrent,法人税、住民税及び事業税,stable,jppfs_cor:IncomeTaxes
733526,S100R4TK,jppfs_cor:BuildingsAndStructures,建物及び構築物,stable,jppfs_cor:PropertyPlantAndEquipment
733527,S100R4TK,jppfs_cor:NoncurrentLiabilities,固定負債,stable,jppfs_cor:Liabilities
733528,S100R4TK,jppfs_cor:ShareholdersEquity,株主資本,stable,jppfs_cor:NetAssets
733529,S100R4TK,jppfs_cor:ForeignExchangeGainsNOI,為替差益、営業外収益,new,jppfs_cor:NonOperatingIncome
733530,S100R4TK,jppfs_cor:OtherCA,その他、流動資産,stable,jppfs_cor:CurrentAssets
733531,S100R4TK,jppfs_cor:OtherCL,その他、流動負債,stable,jppfs_cor:CurrentLiabilities
733532,S100R4TK,jppfs_cor:OtherNCL,その他、固定負債,decrease_20,jppfs_cor:NoncurrentLiabilities
733533,S100R4TK,jppfs_cor:InterestIncomeNOI,受取利息、営業外収益,increase_10,jppfs_cor:NonOperatingIncome
733534,S100R4TK,jppfs_cor:OtherIOA,その他、投資その他の資産,increase_20,jppfs_cor:InvestmentsAndOtherAssets
733535,S100R4TK,jppfs_cor:ProvisionForLossOnConstructionContracts,工事損失引当金,decrease_20,jppfs_cor:CurrentLiabilities
733536,S100R4TK,jppfs_cor:AdvancesReceivedOnUncompletedConstructionContractsCNS,未成工事受入金、建設業,increase_20,jppfs_cor:CurrentLiabilities
733537,S100R4TK,jppfs_cor:ProvisionForDirectorsBonuses,役員賞与引当金,stable,jppfs_cor:CurrentLiabilities
733538,S100R4TK,jppfs_cor:SellingGeneralAndAdministrativeExpenses,販売費及び一般管理費,stable,jppfs_cor:OperatingIncome
733539,S100R4TK,jppfs_cor:ForeignCurrencyTranslationAdjustment,為替換算調整勘定,new,jppfs_cor:ValuationAndTranslationAdjustments
733540,S100R4TK,jppfs_cor:NetDefinedBenefitLiability,退職給付に係る負債,stable,jppfs_cor:NoncurrentLiabilities
733541,S100R4TK,jppfs_cor:ProvisionOfAllowanceForDoubtfulAccountsNOE,貸倒引当金繰入額、営業外費用,new,jppfs_cor:NonOperatingExpenses
733542,S100R4TK,jppfs_cor:LongTermLoansPayable,長期借入金,decrease_10,jppfs_cor:NoncurrentLiabilities
733543,S100R4TK,jppfs_cor:MachineryVehiclesToolsFurnitureAndFixtures,機械、運搬具及び工具器具備品,stable,jppfs_cor:PropertyPlantAndEquipment
733544,S100R4TK,jppfs_cor:LossOnValuationOfInvestmentSecuritiesEL,投資有価証券評価損、特別損失,increase_20,jppfs_cor:ExtraordinaryLoss
733545,S100R4TK,jppfs_cor:GrossProfit,売上総利益又は売上総損失（△）,stable,jppfs_cor:OperatingIncome
733546,S100R4TK,jppfs_cor:CostOfSales,売上原価,stable,jppfs_cor:GrossProfit
733547,S100R4TK,jppfs_cor:OrdinaryIncome,経常利益又は経常損失（△）,stable,jppfs_cor:IncomeBeforeIncomeTaxes
733548,S100R4TK,jppfs_cor:Goodwill,のれん,stable,jppfs_cor:IntangibleAssets
733549,S100R4TK,jppfs_cor:GainOnSalesOfNoncurrentAssetsEI,固定資産売却益、特別利益,new,jppfs_cor:ExtraordinaryIncome
733550,S100R4TK,jppfs_cor:CurrentAssets,流動資産,stable,jppfs_cor:Assets
733551,S100R4TK,jppfs_cor:OperatingIncome,営業利益又は営業損失（△）,stable,jppfs_cor:OrdinaryIncome
733552,S100R4TK,jppfs_cor:CapitalSurplus,資本剰余金,stable,jppfs_cor:ShareholdersEquity
733553,S100R4TK,jppfs_cor:AllowanceForDoubtfulAccountsCA,貸倒引当金、流動資産、一括控除,new,jppfs_cor:CurrentAssets
733554,S100R4TK,jppfs_cor:PropertyPlantAndEquipment,有形固定資産,stable,jppfs_cor:NoncurrentAssets
733555,S100R4TK,jppfs_cor:NetDefinedBenefitAsset,退職給付に係る資産,stable,jppfs_cor:InvestmentsAndOtherAssets
733556,S100R4TK,jppfs_cor:IncomeBeforeIncomeTaxes,税引前当期純利益又は税引前当期純損失（△）,stable,jppfs_cor:ProfitLoss
733557,S100R4TK,jppfs_cor:ProvisionForDirectorsRetirementBenefits,役員退職慰労引当金,decrease_20,jppfs_cor:NoncurrentLiabilities
733558,S100R4TK,jppfs_cor:Land,土地,stable,jppfs_cor:PropertyPlantAndEquipment
733559,S100R4TK,jppfs_cor:RetainedEarnings,利益剰余金,stable,jppfs_cor:ShareholdersEquity
733560,S100R4TK,jppfs_cor:InvestmentSecurities,投資有価証券,stable,jppfs_cor:InvestmentsAndOtherAssets
733561,S100R4TK,jppfs_cor:RevaluationReserveForLand,土地再評価差額金,stable,jppfs_cor:ValuationAndTranslationAdjustments
733562,S100R4TK,jppfs_cor:NonOperatingExpenses,営業外費用,decrease_20,jppfs_cor:OrdinaryIncome
733563,S100R4TK,jppfs_cor:OtherNOE,その他、営業外費用,decrease_20,jppfs_cor:NonOperatingExpenses
733564,S100R4TK,jppfs_cor:OtherNOI,その他、営業外収益,increase_10,jppfs_cor:NonOperatingIncome
733565,S100R4TK,jppfs_cor:ImpairmentLossEL,減損損失、特別損失,stable,jppfs_cor:ExtraordinaryLoss
733566,S100R4TK,jpcrp030000-asr_E00137-000:IdleAssetsExpensesNOE,遊休資産諸費用,increase_20,jppfs_cor:NonOperatingExpenses
733567,S100R4TK,jppfs_cor:CurrentLiabilities,流動負債,stable,jppfs_cor:Liabilities
733568,S100R4TK,jpcrp030000-asr_E00137-000:LossOnRemovalNoncurrentAssetsEL,固定資産撤去費,decrease_20,jppfs_cor:ExtraordinaryLoss
733569,S100R4TK,jppfs_cor:ProfitLossAttributableToOwnersOfParent,親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）,stable,not_common_account
733570,S100R4TK,jppfs_cor:TreasuryStock,自己株式,decrease_10,jppfs_cor:ShareholdersEquity
733571,S100R4TK,jppfs_cor:IncomeTaxesDeferred,法人税等調整額,decrease_20,jppfs_cor:IncomeTaxes
733572,S100R4TK,jppfs_cor:ProfitLossAttributableToNonControllingInterests,非支配株主に帰属する当期純利益又は非支配株主に帰属する当期純損失（△）,decrease_10,not_common_account
733573,S100R4TK,jppfs_cor:DepositsPaid,預け金,decrease_20,jppfs_cor:CurrentAssets
733574,S100R4TK,jppfs_cor:NotesPayableAccountsPayableForConstructionContractsAndOtherCNS,支払手形・工事未払金等、建設業,increase_10,jppfs_cor:CurrentLiabilities
733575,S100R4TK,jppfs_cor:DeferredTaxAssets,繰延税金資産,stable,jppfs_cor:InvestmentsAndOtherAssets
733576,S100R4TK,jppfs_cor:Liabilities,負債,stable,jppfs_cor:LiabilitiesAndNetAssets
733577,S100R4TK,jppfs_cor:CapitalStock,資本金,stable,jppfs_cor:ShareholdersEquity
733578,S100R4TK,jppfs_cor:InterestExpensesNOE,支払利息、営業外費用,decrease_20,jppfs_cor:NonOperatingExpenses
733579,S100R4TK,jppfs_cor:OtherIA,その他、無形固定資産,increase_10,jppfs_cor:IntangibleAssets
733580,S100R4TK,jppfs_cor:NonOperatingIncome,営業外収益,increase_20,jppfs_cor:OrdinaryIncome
733581,S100R4TK,jppfs_cor:CommissionFeeNOI,受取手数料、営業外収益,increase_20,jppfs_cor:NonOperatingIncome
733582,S100R4TK,jppfs_cor:ShortTermLoansPayable,短期借入金,decrease_20,jppfs_cor:CurrentLiabilities
733583,S100R4TK,jppfs_cor:LeaseReceivablesAndInvestmentAssetsCA,リース債権及びリース投資資産、流動資産,increase_10,jppfs_cor:CurrentAssets
733584,S100R4TK,jppfs_cor:AllowanceForDoubtfulAccountsIOAByGroup,貸倒引当金、投資その他の資産、一括控除,increase_20,jppfs_cor:InvestmentsAndOtherAssets
733585,S100R4TK,jppfs_cor:AccumulatedDepreciationPPEByGroup,減価償却累計額、有形固定資産、一括控除,stable,jppfs_cor:PropertyPlantAndEquipment
733586,S100R4TK,jppfs_cor:DeferredTaxLiabilitiesForLandRevaluation,再評価に係る繰延税金負債,stable,jppfs_cor:NoncurrentLiabilities
733587,S100R4TK,jppfs_cor:OtherPPE,その他、有形固定資産,increase_20,jppfs_cor:PropertyPlantAndEquipment
733588,S100R4TK,jppfs_cor:NetSales,売上高,stable,jppfs_cor:GrossProfit
733589,S100R4TK,jppfs_cor:CashAndDeposits,現金及び預金,increase_10,jppfs_cor:CurrentAssets
733590,S100R4TK,jppfs_cor:InvestmentsAndOtherAssets,投資その他の資産,increase_10,jppfs_cor:NoncurrentAssets
733591,S100R4TK,jppfs_cor:IncomeTaxes,法人税等,increase_10,jppfs_cor:ProfitLoss
733592,S100R4TK,jppfs_cor:ExtraordinaryIncome,特別利益,decrease_20,jppfs_cor:IncomeBeforeIncomeTaxes
733593,S100R4TK,jppfs_cor:ExtraordinaryLoss,特別損失,decrease_20,jppfs_cor:IncomeBeforeIncomeTaxes
733594,S100R4TK,jppfs_cor:LossOnRetirementOfNoncurrentAssetsEL,固定資産除却損、特別損失,increase_20,jppfs_cor:ExtraordinaryLoss
733595,S100R4TK,jppfs_cor:RentIncomeNOI,受取賃貸料、営業外収益,decrease_10,jppfs_cor:NonOperatingIncome
733596,S100R4TK,jppfs_cor:ValuationAndTranslationAdjustments,評価・換算差額等,decrease_20,jppfs_cor:NetAssets
733597,S100R4TK,jppfs_cor:ValuationDifferenceOnAvailableForSaleSecurities,その他有価証券評価差額金,increase_20,jppfs_cor:ValuationAndTranslationAdjustments
733598,S100R4TK,jppfs_cor:LossOnSalesOfNoncurrentAssetsEL,固定資産売却損、特別損失,increase_20,jppfs_cor:ExtraordinaryLoss
733599,S100R4TK,jppfs_cor:ProfitLoss,当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）,stable,top_account
826805,S100QYE0,jppfs_cor:Liabilities,負債,increase_10,jppfs_cor:LiabilitiesAndNetAssets
826806,S100QYE0,jppfs_cor:RawMaterialsAndSupplies,原材料及び貯蔵品,increase_10,jppfs_cor:CurrentAssets
826807,S100QYE0,jppfs_cor:RetirementBenefitExpensesSGA,退職給付費用、販売費及び一般管理費,increase_10,jppfs_cor:SellingGeneralAndAdministrativeExpenses
826808,S100QYE0,jppfs_cor:GrossProfit,売上総利益又は売上総損失（△）,stable,jppfs_cor:OperatingIncome
826809,S100QYE0,jppfs_cor:DeferredTaxLiabilitiesForLandRevaluation,再評価に係る繰延税金負債,stable,jppfs_cor:NoncurrentLiabilities
826810,S100QYE0,jppfs_cor:AllowanceForDoubtfulAccountsIOAByGroup,貸倒引当金、投資その他の資産、一括控除,stable,jppfs_cor:InvestmentsAndOtherAssets
826811,S100QYE0,jppfs_cor:AllowanceForDoubtfulAccountsCA,貸倒引当金、流動資産、一括控除,decrease_20,jppfs_cor:CurrentAssets
826812,S100QYE0,jppfs_cor:InvestmentsAndOtherAssets,投資その他の資産,increase_10,jppfs_cor:NoncurrentAssets
826813,S100QYE0,jppfs_cor:RevaluationReserveForLand,土地再評価差額金,stable,jppfs_cor:ValuationAndTranslationAdjustments
826814,S100QYE0,jppfs_cor:Land,土地,stable,jppfs_cor:PropertyPlantAndEquipment
826815,S100QYE0,jppfs_cor:NotesAndAccountsReceivableTradeAndContractAssets,受取手形、売掛金及び契約資産,new,jppfs_cor:CurrentAssets
826816,S100QYE0,jppfs_cor:ShareholdersEquity,株主資本,stable,jppfs_cor:NetAssets
826817,S100QYE0,jppfs_cor:AccumulatedDepreciationMachineryEquipmentAndVehicles,減価償却累計額、機械装置及び運搬具,stable,jppfs_cor:MachineryEquipmentAndVehiclesNet
826818,S100QYE0,jppfs_cor:MachineryEquipmentAndVehicles,機械装置及び運搬具,stable,jppfs_cor:MachineryEquipmentAndVehiclesNet
826819,S100QYE0,jppfs_cor:ProvisionForDirectorsRetirementBenefits,役員退職慰労引当金,decrease_10,jppfs_cor:NoncurrentLiabilities
826820,S100QYE0,jppfs_cor:NetDefinedBenefitLiability,退職給付に係る負債,stable,jppfs_cor:NoncurrentLiabilities
826821,S100QYE0,jppfs_cor:NotesAndAccountsPayableTrade,支払手形及び買掛金,increase_10,jppfs_cor:CurrentLiabilities
826822,S100QYE0,jppfs_cor:ValuationAndTranslationAdjustments,評価・換算差額等,decrease_20,jppfs_cor:NetAssets
826823,S100QYE0,jppfs_cor:OtherNetPPE,その他,stable,jppfs_cor:PropertyPlantAndEquipment
826824,S100QYE0,jppfs_cor:LongTermTimeDeposits,長期預金,stable,jppfs_cor:InvestmentsAndOtherAssets
826825,S100QYE0,jppfs_cor:ExtraordinaryLoss,特別損失,decrease_20,jppfs_cor:IncomeBeforeIncomeTaxes
826826,S100QYE0,jppfs_cor:NoncurrentAssets,固定資産,stable,jppfs_cor:Assets
826827,S100QYE0,jppfs_cor:TreasuryStock,自己株式,stable,jppfs_cor:ShareholdersEquity
826828,S100QYE0,jppfs_cor:NoncurrentLiabilities,固定負債,stable,jppfs_cor:Liabilities
826829,S100QYE0,jppfs_cor:CommissionFeeNOI,受取手数料、営業外収益,increase_20,jppfs_cor:NonOperatingIncome
826830,S100QYE0,jppfs_cor:CostOfSales,売上原価,increase_10,jppfs_cor:GrossProfit
826831,S100QYE0,jppfs_cor:AccumulatedDepreciationBuildingsAndStructures,減価償却累計額、建物及び構築物,stable,jppfs_cor:BuildingsAndStructuresNet
826832,S100QYE0,jppfs_cor:CapitalStock,資本金,stable,jppfs_cor:ShareholdersEquity
826833,S100QYE0,jppfs_cor:BondIssuanceCostNOE,社債発行費、営業外費用,increase_20,jppfs_cor:NonOperatingExpenses
826834,S100QYE0,jppfs_cor:LongTermLoansPayable,長期借入金,decrease_20,jppfs_cor:NoncurrentLiabilities
826835,S100QYE0,jppfs_cor:ProfitLossAttributableToOwnersOfParent,親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）,increase_10,not_common_account
826836,S100QYE0,jppfs_cor:SalariesAndAllowancesSGA,給料及び手当、販売費及び一般管理費,stable,jppfs_cor:SellingGeneralAndAdministrativeExpenses
826837,S100QYE0,jppfs_cor:NetDefinedBenefitAsset,退職給付に係る資産,increase_20,jppfs_cor:InvestmentsAndOtherAssets
826838,S100QYE0,jppfs_cor:RemeasurementsOfDefinedBenefitPlans,退職給付に係る調整累計額,increase_20,jppfs_cor:ValuationAndTranslationAdjustments
826839,S100QYE0,jppfs_cor:IncomeBeforeIncomeTaxes,税引前当期純利益又は税引前当期純損失（△）,increase_10,jppfs_cor:ProfitLoss
826840,S100QYE0,jppfs_cor:NonOperatingIncome,営業外収益,increase_10,jppfs_cor:OrdinaryIncome
826841,S100QYE0,jppfs_cor:CashAndDeposits,現金及び預金,increase_10,jppfs_cor:CurrentAssets
826842,S100QYE0,jppfs_cor:OtherIOA,その他、投資その他の資産,increase_10,jppfs_cor:InvestmentsAndOtherAssets
826843,S100QYE0,jppfs_cor:InvestmentSecurities,投資有価証券,increase_10,jppfs_cor:InvestmentsAndOtherAssets
826844,S100QYE0,jppfs_cor:IntangibleAssets,無形固定資産,decrease_10,jppfs_cor:NoncurrentAssets
826845,S100QYE0,jppfs_cor:FreightageExpensesSGA,運賃、販売費及び一般管理費,stable,jppfs_cor:SellingGeneralAndAdministrativeExpenses
826846,S100QYE0,jppfs_cor:ShortTermLoansPayable,短期借入金,stable,jppfs_cor:CurrentLiabilities
826847,S100QYE0,jppfs_cor:IncomeTaxesCurrent,法人税、住民税及び事業税,increase_10,jppfs_cor:IncomeTaxes
826848,S100QYE0,jppfs_cor:OperatingIncome,営業利益又は営業損失（△）,stable,jppfs_cor:OrdinaryIncome
826849,S100QYE0,jppfs_cor:OrdinaryIncome,経常利益又は経常損失（△）,increase_10,jppfs_cor:IncomeBeforeIncomeTaxes
826850,S100QYE0,jppfs_cor:LossOnRetirementOfNoncurrentAssetsNOE,固定資産除却損、営業外費用,decrease_20,jppfs_cor:NonOperatingExpenses
826851,S100QYE0,jppfs_cor:GainOnSalesOfScraps1NOI,作業くず売却益、営業外収益,stable,jppfs_cor:NonOperatingIncome
826852,S100QYE0,jppfs_cor:ProvisionOfAllowanceForDoubtfulAccountsSGA,貸倒引当金繰入額、販売費及び一般管理費,decrease_20,jppfs_cor:SellingGeneralAndAdministrativeExpenses
826853,S100QYE0,jppfs_cor:CommissionForInsuranceOfficeWorkNOI,保険事務手数料、営業外収益,decrease_10,jppfs_cor:NonOperatingIncome
826854,S100QYE0,jppfs_cor:CapitalSurplus,資本剰余金,stable,jppfs_cor:ShareholdersEquity
826855,S100QYE0,jppfs_cor:OtherNCL,その他、固定負債,stable,jppfs_cor:NoncurrentLiabilities
826856,S100QYE0,jppfs_cor:ProfitLoss,当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）,increase_10,top_account
826857,S100QYE0,jppfs_cor:ConstructionInProgress,建設仮勘定,increase_20,jppfs_cor:PropertyPlantAndEquipment
826858,S100QYE0,jppfs_cor:ProfitLossAttributableToNonControllingInterests,非支配株主に帰属する当期純利益又は非支配株主に帰属する当期純損失（△）,decrease_10,not_common_account
826859,S100QYE0,jppfs_cor:RetainedEarnings,利益剰余金,stable,jppfs_cor:ShareholdersEquity
826860,S100QYE0,jppfs_cor:CurrentPortionOfLongTermLoansPayable,１年内返済予定の長期借入金,stable,jppfs_cor:CurrentLiabilities
826861,S100QYE0,jppfs_cor:OtherCA,その他、流動資産,increase_10,jppfs_cor:CurrentAssets
826862,S100QYE0,jpcrp030000-asr_E02002-000:ProvisionForEmployeeStockOwnershipPlanTrust,株式付与引当金,increase_10,jppfs_cor:NoncurrentLiabilities
826863,S100QYE0,jppfs_cor:BuildingsAndStructures,建物及び構築物,stable,jppfs_cor:BuildingsAndStructuresNet
826864,S100QYE0,jppfs_cor:CurrentAssets,流動資産,increase_10,jppfs_cor:Assets
826865,S100QYE0,jppfs_cor:CurrentLiabilities,流動負債,increase_10,jppfs_cor:Liabilities
826866,S100QYE0,jppfs_cor:DirectorsCompensationsSGA,役員報酬、販売費及び一般管理費,decrease_10,jppfs_cor:SellingGeneralAndAdministrativeExpenses
826867,S100QYE0,jppfs_cor:IncomeTaxesPayable,未払法人税等,increase_10,jppfs_cor:CurrentLiabilities
826868,S100QYE0,jppfs_cor:OtherCL,その他、流動負債,stable,jppfs_cor:CurrentLiabilities
826869,S100QYE0,jppfs_cor:IncomeTaxesDeferred,法人税等調整額,increase_20,jppfs_cor:IncomeTaxes
826870,S100QYE0,jppfs_cor:MerchandiseAndFinishedGoods,商品及び製品,increase_10,jppfs_cor:CurrentAssets
826871,S100QYE0,jppfs_cor:DeferredTaxAssets,繰延税金資産,stable,jppfs_cor:InvestmentsAndOtherAssets
826872,S100QYE0,jppfs_cor:DividendsIncomeNOI,受取配当金、営業外収益,increase_10,jppfs_cor:NonOperatingIncome
826873,S100QYE0,jppfs_cor:ValuationDifferenceOnAvailableForSaleSecurities,その他有価証券評価差額金,increase_20,jppfs_cor:ValuationAndTranslationAdjustments
826874,S100QYE0,jppfs_cor:NonOperatingExpenses,営業外費用,decrease_20,jppfs_cor:OrdinaryIncome
826875,S100QYE0,jppfs_cor:ProvisionForDirectorsRetirementBenefitsSGA,役員退職慰労引当金繰入額、販売費及び一般管理費,decrease_10,jppfs_cor:SellingGeneralAndAdministrativeExpenses
826876,S100QYE0,jpcrp030000-asr_E02002-000:ProvisionForEmployeeStockOwnershipPlanTrustSGA,株式付与引当金繰入額,decrease_10,jppfs_cor:SellingGeneralAndAdministrativeExpenses
826877,S100QYE0,jppfs_cor:InterestExpensesNOE,支払利息、営業外費用,stable,jppfs_cor:NonOperatingExpenses
826878,S100QYE0,jppfs_cor:OtherSGA,その他、販売費及び一般管理費,stable,jppfs_cor:SellingGeneralAndAdministrativeExpenses
826879,S100QYE0,jppfs_cor:AccumulatedDepreciationOtherPPE,減価償却累計額、その他、有形固定資産,stable,jppfs_cor:OtherNetPPE
826880,S100QYE0,jppfs_cor:OtherNOI,その他、営業外収益,stable,jppfs_cor:NonOperatingIncome
826881,S100QYE0,jppfs_cor:NetSales,売上高,increase_10,jppfs_cor:GrossProfit
826882,S100QYE0,jppfs_cor:ImpairmentLossEL,減損損失、特別損失,decrease_20,jppfs_cor:ExtraordinaryLoss
826883,S100QYE0,jppfs_cor:SellingGeneralAndAdministrativeExpenses,販売費及び一般管理費,stable,jppfs_cor:OperatingIncome
