docid,text_type,text_list
S100FW7O,mda,"2019年1月23日には、「くすみ用洗顔せっけん『二十年ほいっぷ』」をバージョンアップしてリニューアル発売
2019年1月31日には、「「目の下」特化型アイショットクリーム『メンズアイキララ』」を発売
2019年2月26日には、『カイテキオリゴ』のシリーズ品として、お子様のための専用商品として開発を行った『おこさま用カイテキオリゴ』を発売
2019年4月4日には、「保湿ケア化粧品『みんなの肌潤糖アトケアタイプ』」をバージョンアップしてリニューアル発売
商品開発体制の強化
"
S100G1QV,mda,"資本コストを意識した経営を推進し、持続的にROE10%以上を目指す
自己株式取得を行い、当連結会計年度において28,489百万円の買付を行う
グループ内の資金を効率的に活用し、有利子負債を極力削減する
IFRSにより作成した連結財務諸表における退職給付に係る費用の会計処理
IFRSにより作成した連結財務諸表におけるのれんの償却処理
"
S100G3PQ,mda,"診療報酬改定をはじめとした国の医療保険制度改革
医療機関の経営合理化による医療費引き下げ
医療費の増加と共に少子高齢化の進行や人口減少に伴う労働力の減少
医療制度の改革
継続的な診療報酬改定等の医療費抑制政策及び価格競争
"
S100G5RV,mda,"鉄道及び道路標識、電設資材、交通安全用品の販売等により
オフィスビルの賃貸等により
現金預金の増加(67億3千5百万円から82億7千4百万円へ15億3千9百万円の増)、受取手形・完成工事未収入金等の増加(313億7千5百万円から325億8千9百万円へ12億1千4百万円の増)、その他(前渡金等)の増加(1億6千7百万円から9億8千6百万円へ8億1千9百万円の増)
建物・構築物の増加(130億9千8百万円から139億8千7百万円へ8億8千9百万円の増)、リース資産の増加(15億2百万円から19億1千3百万円へ4億1千1百万円の増)
未成工事受入金の増加(4億9千9百万円から20億1千万円へ15億1千1百万円の増)、未払法人税等の増加(12億4千4百万から15億2千8百万円へ2億8千4百万円の増)
"
S100G8B9,mda,"地域への積極的なリスクテイク
その他業務利益の減少
人件費や物件費の減少
マイナス金利政策の継続や人口減少等、金融機関を取り巻く厳しい経営環境
積極的な営業活動の展開
"
S100G9UI,mda,"介護保険制度改正の影響
建設業で各種土木工事の完工
インバウンド旅客の増加
大手旅行代理店からの送客減少
空調工事や客室改装工事のため休館
"
S100GARS,mda,"信用コストの増加
預り資産残高の減少
自己資本比率の改善
OHRの改善
役務取引等収益が前年比で減少
"
S100GBDJ,mda,"法人税等の支払額6,874百万円等
有形固定資産の取得による支出11,432百万円等
配当金の支払額4,266百万円等
顧客の財務状態が悪化した場合等
実際発生額が見積りと異なる場合
"
S100IOZN,mda,"中期経営計画「NL2020」最終年度にあたり、重点目標として掲げた「ブランド力を磨く」と「ショップビジネスを伸ばす」を着実に実行し、商品企画・製造・販売にわたり市場競争力確保に努めるとともに、人件費削減を含む構造改善に取り組んだ
卸売事業においてブランドの市場競争力を高め、お得意先専門店、百貨店店頭販売促進活動、売場単位の採算性を重視した適時適量の店頭品揃え充実などの営業活動を推進した
小売事業においてショップビジネスを伸ばす方針のもと、既存店の新規顧客開拓など売上確保策に努めるとともに、新規店舗開発に取り組み直営ビジネスの拡大を図った
たな卸資産の減少7億50百万円、売上債権の減少1億89百万円があった
投資有価証券の売却による収入1億円があった
"
S100IYGI,mda,"事業会社の統合により経営体制の刷新と事業の効率化を実現
新工場の増設と新エリアへの進出及び他社との業務提携等を実現
受託研究部門とコンサルティング部門の効果的な連携と一部統合を実現
デリカフーズ株式会社愛知事業所のカット野菜工場改修に伴う消耗品費等の立ち上げ費用の発生及び減価償却費の増加
人手不足・最低賃金上昇に伴う労働コストの上昇、天候不順による野菜の調達価格の高騰
"
S100JRY4,mda,"資産合計の増加
純資産合計の減少
営業活動によるキャッシュ・フローの増加
投資活動によるキャッシュ・フローの減少
財務活動によるキャッシュ・フローの減少
"
S100KG5F,mda,"IFRSに準拠して連結財務諸表を作成
戦略投資資金については、自己資金に加え、金融機関からの借り入れや公募増資等により調達
資金調達については、多様な資金調達手段から、調達時の状況に応じて最適な手段を選択
営業投資有価証券の評価をIFRSに従い変更
日本基準により作成した要約連結財務諸表
"
S100KZGC,mda,"総資産の増加
新薬開発に関わる研究開発活動は長期間を要するため、資金需要の発生時に機動的に対応できるよう資金の流動性を確保している
自社研究施設は引き続き所有しない方針を継続している
新株予約権の行使による株式の発行による資金調達を行った
保有する開発パイプラインが上市され、収益額の安定的な向上を図る
"
S100LKLF,mda,"営業活動によるキャッシュ・フローの増加
投資活動によるキャッシュ・フローの減少
財務活動によるキャッシュ・フローの減少
生産実績の増加
商品仕入実績の増加
"
S100LPRD,mda,"投資を目的とした資金需要は、海外子会社を含む設備投資、M&A等によるもの
短期借入金822百万円に対して現金及び現金同等物の期末残高11,643百万円と資金の流動性を確保
当座貸越限度額及びコミットメントライン契約額約15,367百万円を結んでおり、借入実行残高は388百万円
連結財務諸表の作成にあたり、見積りが必要となる事項につきましては、合理的な基準に基づき、会計上の見積りを行っております
新型コロナウイルス感染症に関する仮定
"
S100LU1A,mda,"自己資金及び金融機関からの当座貸越契約の融資枠等による短期借入金を基本とする短期運転資金の調達
内部資金または借入による資金調達
用船期間の残年数等から短期または長期借入金で船舶などの設備投資資金を調達
当連結会計年度末における有利子負債の残高は506億1千7百万円
取引金融機関との間で合計30億円の当座貸越契約を締結
"
S100LU1K,mda,"その他のアジア地域における売上は、半導体関連向けの需要が主体である台湾、韓国、シンガポール、マレーシアでは好調でしたが、自動車関連向けの需要が主体であるインドやタイでは低調でした。
南米・オセアニアなどその他の地域では、新型コロナウイルス感染症により深刻な打撃を受け、売上は前期を下回りました。
当社グループは、新型コロナ対策を徹底して製品供給能力の維持に努める一方、省エネ性能に優れた新製品の開発、グローバル連携による積極的な販売活動の推進などの課題に取り組んだ
需要動向及び販売の状況
期末にかけての受注の急増に対応するための派遣社員費用の増加、素材価格及び物流費の高騰
"
S100NPKP,mda,"国内市場のシェア確保および海外展開（CAD/CAMシステム等事業）
保守収益の維持・拡張（CAD/CAMシステム等事業）
OEM事業の推進（CAD/CAMシステム等事業）
CAD/CAMシステムの適応領域の拡大および新規事業開拓（CAD/CAMシステム等事業）
新たな製品付加価値の創出（CAD/CAMシステム等事業）
"
S100NY07,mda,"緊急事態宣言等による行動規制が長期化
製造業は大半が増益基調になったものの、非製造業は未だ回復の目途が立たず
飲食業界のレストラン部門の売上高は614百万円(前年同期比34.4%増)
宴会他部門の売上高は176百万円(前年同期比2.3%減)
賃貸業の安定的な賃貸収入の確保
"
S100OAQE,mda,"流動負債のその他の増加
自己資金の増加
営業活動によるキャッシュ・フローの増加
投資活動によるキャッシュ・フローの増加
財務活動によるキャッシュ・フローの増加
"
S100OCL9,mda,"新型コロナウイルス感染症拡大防止に向けた影響
営業時間の短縮や不要不急の外出・移動自粛等の影響
前連結会計年度における営業縮小等の反動影響
不動産事業、不動産賃貸事業等の営業
アミューズメント事業等の営業
"
S100OG4R,mda,"長梅雨などの天候不順の影響
全国的に気温の低い日が続いたこと
出店エリアのドミナント化を推進
エディオンアプリとエディオンカードを生活サイクルに組み込む「お客様基盤の強化」
家電を中心としてリフォームや教育といった分野も組み合わせた快適な生活を提案し、未来の暮らしを豊かにする「事業基盤の強化」
"
S100OIMW,mda,"受注実績の増加
販売実績の増加
自己資本当期純利益率(ROE)の増加
有形固定資産の取得による支出
内部資金又は金融機関からの借入による資金調達
"
S100OSBF,mda,"新型コロナウイルス感染症の影響
旅行や様々なイベントの自粛
マスク着用の常態化による撮影機会の減少
様々なキャンペーンの実施やSNSの活用、新製品の投入
等身大アルバム付出張撮影サービスの開始
"
S100PUV1,mda,"グローバル展開の強化
ウクライナ情勢の長期化、原材料価格や資源価格の高騰
研究・技術開発力の一層の向上
生産性の向上や業務全般の効率化によるコスト削減
連結売上高伸長率5.0%以上、2025年9月期に連結売上高営業利益率13.0%、連結売上高経常利益率14.0%を目標としている
"
S100QSEH,mda,"外食事業で1店舗の新規出店を行った結果
店舗設備関連事業等
営業活動によるキャッシュ・フロー
投資活動によるキャッシュ・フロー
財務活動によるキャッシュ・フロー
"
S100QYDM,mda,"全国旅行支援の効果
原油価格の高騰
ビジネス需要やスポーツイベントなどの増加
全国旅行支援、国・県による観光復興支援の活用
OTAの企画への参加
"
S100QYE0,mda,"売上高営業利益率12%の目標設定
新設住宅着工戸数の底堅い状況
電材及び管材の価格改定
政府による住宅取得支援策
低水準の住宅ローン金利
"
S100R4TK,mda,"親会社株主に帰属する当期純利益は6,561百万円となり、前連結会計年度に比べ139百万円(△2.1%)の減益
設備工事業の外部顧客への売上高は224,075百万円となり、前連結会計年度に比べ2,093百万円(0.9%)の増収
設備工事業のセグメント利益は8,749百万円となり、前連結会計年度に比べ171百万円(2.0%)の増益
その他の事業においては、車両・事務用機器・工事用機械等のリース事業、警備業並びにミネラルウォーターの製造業等を中心に、外部顧客への売上高は3,291百万円となり、前連結会計年度に比べ44百万円(△1.3%)の減収
資産合計は221,400百万円となり、前連結会計年度末に比べ5,384百万円増加した
"
S100R62U,mda,"材料費を中心とした原価低減
中国子会社の操業停止期間中の製造固定費を特別損失に振替
変動諸経費の減少
人員増に伴う人件費の増加
新型コロナウイルス感染症による行動制限の緩和に伴う旅費交通費の増加
"
S100RRDP,mda,"新規出店による店舗数の増加
調剤薬局売上の堅調な推移
キャッシュレス決済の伸長に伴う支払手数料の増加
持続的企業価値向上に向けた投資、株主への利益還元及び将来の更なる成長のための内部留保
財務の健全性維持と資本の効率的運用
"
S100THRE,mda,"営業部門が設計事務所・ゼネコン・販売会社などの顧客と緊密な関係を構築
取締役会を中心とした国内の法令や政治・経済動向等への対応
新規製品・工法開発等にかかる研究開発費や、老朽化した設備の維持更新
東京工場のリニューアル工事とスマートエネルギー事業参画への投資
新本社屋の建設
"
S100TOTO,mda,"パートナーシップ強化を目的に、当社子会社のあすか製薬株式会社が持分法適用関連会社であるベトナム製薬企業Ha Tay Pharmaceutical Joint Stock Companyの新株発行契約に関わる増資を実行
政策保有株式の一部銘柄の売却による投資有価証券売却益の計上
法人税、住民税及び事業税、法人税等調整額の増加
事業活動の維持・拡大に必要な資金を安定的に確保するための資金調達
取引金融機関とコミットメントライン契約を締結し、手元流動性を確保
"
S100TUBU,mda,"日本事業における食品・飲料関連の売上増加
経営合理化の実行による経費削減効果
総資産の圧縮
希望退職者の募集による引当金の取崩し、連結子会社の解散による工場等固定資産売却
FA事業強化や研究開発活動への投資
"
S100VTE4,mda,"会員様同伴限定での乗用カートフェアウェイ乗り入れプレー
新設ティーイングエリア(通称:グリーンティ)の新設
名義変更減額キャンペーン
メンバーシップゴルフ場として会員稼働率の向上と収益の確保
入場者数の減少
"
S100W2VL,mda,"環境価値管理サービス「Re:lvis」の機能強化や「太陽光発電量・余剰量予測サービス」の提供開始
鉄道事業者や航空事業者による事業領域拡大・新規事業創出に関するシステム開発案件が増えている
自動運転サービスの社会実装に向けデジタルツインを活用した安全性検証の取組みを開始している
OTインフラ領域における引き合いが強く、そこで得た知見やノウハウを非自動車製造業に展開することでビジネス拡大に取り組み
企業向け「ChatGPT」利用環境構築サービス「Azure OpenAI ServiceスターターセットPlus」の提供開始
"
S100W4OG,mda,"路線バス部門においては、三田~大阪梅田~新大阪線などで増便したことにより利用者数が好調に推移した
車両平均使用年数の長期化による整備機会の増加と部品価格の値上げが影響したことや、4月に発生した雹(ひょう)害による鈑金部品の販売が増加したこと
学生向け賃貸マンション「グランネクサス三田駅前」などの賃貸開始により増収
5月に市川サービスエリアのレストラン運営から撤退したことにより減収
人件費などの増加があったものの、上記の増収により
"
S100W5K9,mda,"連結の範囲の変更を伴う子会社株式の取得による支出
長期借入れによる収入
長期借入金の返済による支出
配当金の支払額
建材販売店・住宅会社等への販売強化
"
S100W65X,mda,"市場連動型プランへの移行と管理体制の見直し
電力事業の販売数量減少[エネルギー卸・小売周辺事業(BtoC事業)]
需要の増加[シェアサイクル事業]
需要の増加[建物維持管理事業]
ROE(自己資本利益率)の向上を目指す
"
S10024BW,business,"事業内容:一般貨物自動車運送事業
事業内容:貨物運送取扱事業
貨物運送の取次
"
S10028EC,business,"事業内容:新聞及び広告事業
日本証券新聞の発行、電子媒体によるリアルタイムニュース配信サービス「NSJ日本証券新聞ニュース」、広告事業。
事業内容:不動産金融事業
不動産及び不動産関連金融商品への投資に関するアセットマネジメント業務、投資助言・代理。
事業内容:投資信託評価事業
当社グループ独自の定量評価方法により投資信託の評価を行い、レーティング等の情報提供。
"
S10028NQ,business,"事業内容:電線線材事業
裸線、ゴム・プラスチック被覆線の製造販売
事業内容:電力システム事業
電力ケーブル、電力機器、母線の製造販売および電力工事の設計・請負
事業内容:コミュニケーションシステム事業
光ファイバケーブル、通信ケーブル等の製造販売および通信工事、ネットワークソリューションシステムの設計・請負
事業内容:デバイス事業
ワイヤハーネス、免震・制振・制音デバイス、複写機・プリンター・印刷機用デバイス等の製造販売
事業内容:事務管理業務
"
S10028UQ,business,"事業内容:界面活性剤の製造・販売
非イオン界面活性剤、アニオン界面活性剤、カチオン界面活性剤、両性界面活性剤
事業内容:機能材料の製造・販売
光硬化樹脂用材料、水系ウレタン樹脂、難燃剤、アミド系滑剤
"
S1002BLP,business,"事業内容:半導体関連製造装置及び金型の製造販売
半導体のリードフレームからの切断・成形、半導体へのマーキング及び製品外観検査等の領域を担う装置及び金型の製造販売
事業内容:加工部品の製造販売
自動車部品として使用するプラスチック成形加工品やリードフレーム等のプレス加工品の製造販売
事業内容:装置や金型の補修サービス
当社製装置や金型の補修サービスや購入品の販売等
事業内容:ホームエレベータの製造販売
事業内容:太陽光発電装置の製造販売
"
S1002BS5,business,"事業内容:鉄構建設事業
立体構造物・橋梁・鉄骨・鉄塔の設計、製作、施工並びに総合建設工事の企画、設計、施工
"
S1002FAO,business,"事業内容:管工機材の販売
"
S1004YG8,business,"事業内容:ベンチャー企業への投資業務
事業内容:中小企業への投資業務
"
S10050RZ,business,"事業内容:セメント製造・販売
セメントの製造・販売
事業内容:セメント関連製品の製造・販売
生コンクリートの製造・販売
事業内容:鉱産品の製造・販売
石灰石原石の販売および砕石、砕砂の製造・販売
事業内容:建設資材の販売
建設資材・機械の仕入・販売
事業内容:土木建築工事の請負
土木建築工事を請負
"
S100559G,business,"事業内容:ファインケミカル
特殊エポキシ、難燃剤、殺菌消毒剤等の製造
事業内容:ディスプレイ材料
液晶表示用材料ポリイミド等の製造
事業内容:無機コロイド
電子材料用研磨剤、各種表面処理剤等の製造
事業内容:動物用医薬品原薬
事業内容:ファインテック医薬品研究開発参加型事業
"
S10056YX,business,"事業内容:材料及び機器の販売事業
電気工事及び空調管工事に関連する材料及び機器の販売
事業内容:不動産販売事業
事業内容:再生可能エネルギー発電事業
事業内容:人材派遣事業
事業内容:ソフト開発事業
"
S1006032,business,"事業内容:メンテナンス関連
装置メンテナンスやスペアパーツ交換部品販売
事業内容:知的財産管理・研究開発
知的財産権の出願・取得・管理及び譲渡・実施権付与ならびに研究開発
"
S1006F1Q,business,"事業内容:ゴルフ場の運営
ブリック アンド ウッド クラブ会員の利用に供することを目的としています
"
S1007QT0,business,"事業内容:測定器具の販売
事業内容:工作用器具の販売
事業内容:機械工具の販売
事業内容:空圧・油圧器具の販売
事業内容:工場用品の販売
"
S1007VKT,business,"事業内容:PWB用部材の製造販売
SR、エッチングレジスト、マーキングインキ、穴埋めインキ等の製造販売
事業内容:FPD用部材の製造販売
PDP用部材の生産を終了
事業内容:自然エネルギー等による発電事業
事業内容:不動産及び有価証券に対する投資
事業内容:染料、顔料、薬品及びインクの製造販売
"
S1007YWT,business,"事業内容:不動産分譲業
事業内容:不動産賃貸業
事業内容:コンビニ事業
事業内容:駐車場管理業
"
S10080RU,business,"事業内容:保安用品事業
土木工事用保安用品の販売及びレンタル
事業内容:標識・標示板の製造販売
子会社の愛知フェンス工業株式会社が行っている
事業内容:安全機材の製造販売
子会社の愛知フェンス工業株式会社が行っている
事業内容:電気機材、測量器具等の販売
その他工事用品の販売
"
S10081I2,business,"事業内容:構内作業及び機械荷役事業
工場構内での原料、製品、重量物、精密機械等の移送、組立、充填、倉庫への保管、入出荷作業
事業内容:自動車整備業
"
S10083EC,business,"事業内容:酸化チタン関連事業
酸化チタン、微粒子酸化チタン、微粒子酸化亜鉛、表面処理製品、光触媒用酸化チタンの製造、販売
事業内容:界面活性剤の製造・販売
事業内容:硫酸の製造・販売
事業内容:無公害防錆顔料の製造・販売
事業内容:導電性高分子薬剤の製造・販売
"
S100A0FH,business,"事業内容:電子部品の受託加工事業
オフィスビジネス機器、産業機器、光学機器、社会生活機器等に組込まれる電子部品の受託加工
事業内容:事務機器販売業
"
S100AC6O,business,"事業内容:ウエハ搬送機
半導体製造工程の前工程で使用される無塵搬送ロボット
事業内容:大気用ウエハ搬送装置
半導体製造工程のクリーンルーム内の大気中で使用されるウエハを処理装置に供給したり処理装置から受給する搬送装置
事業内容:真空用ウエハ搬送装置
真空搬送チャンバやチャンバ内の真空環境での搬送作業を行うロボットで構成された搬送装置
事業内容:ウエハソータ
FOUP間でウエハの移載を行う搬送装置
事業内容:N2パージ対応ウエハストッカ
ウエハ個別保管庫で独立した窒素供給及びスライドシャッタードアにより高い自然酸化膜抑制性能と高いクリーン度を同時に達成した装置
"
S100AGPV,business,"事業内容:産業用電気機械器具等の製造
エンジン発電機、エンジン溶接機、エンジンコンプレッサ等の製造
事業内容:リース・レンタル
産業用電気機械器具等のリース・レンタル
"
S100AJ4I,business,"事業内容:即席めん類の製造
棒ラーメン、皿うどん、カップめん、袋めん等の製造
"
S100AK4H,business,"事業内容:製造・販売事業
アスファルト合材、乳剤、その他舗装用材料の製造、販売
事業内容:建設機械のリース・製造・修理
建設機械および車両のリース、販売、製造、修理
事業内容:ゴルフ場およびホテル事業
事業内容:建設コンサルタント事業
事業内容:プラントエンジニアリング事業
"
S100AKY8,business,"事業内容:オンライン・セキュリティシステム
センサー、情報通信ネットワーク、安全のプロによる緊急対処力を活用したセキュリティシステム
事業内容:メディカル事業
在宅介護関連サービス
事業内容:一般電気工事・建築事業
一般電気工事、改装などの建築工事
"
S100AM60,business,"事業内容:自動車製造事業
軽自動車、小型自動車、普通自動車並びにその部品の製造、販売及び修理
事業内容:航空宇宙事業
航空機、宇宙関連機器ならびにその部品の製造、販売及び修理
事業内容:産業機器事業
事業内容:ハウス製造・販売事業
ハウスの製造・販売及び修理
事業内容:販売金融業務
自動車に関わる販売金融業務及びリース業務
"
S100AMQS,business,"事業内容:食品材料事業
食用ゲル化剤、ハム用品質安定剤などの食品用製剤の製造・販売
事業内容:化粧品用コラーゲン事業
化粧品用コラーゲンの製造・販売
事業内容:コンシューマ商品事業
コラーゲン飲料・食品などの企画・販売
"
S100AO9Y,business,"事業内容:一般電気事業
北陸三県富山県、石川県、福井県一部を除くと岐阜県の一部に電気を供給することを主たる事業としている。
事業内容:電力設備保守、電力関連施設運営・管理
発電・送電・配電・業務設備等の保守・運営・管理
事業内容:設備保守及び建設工事
電力設備等の保守及び建設工事の受託・請負
事業内容:資機材等の製造・販売
コンクリート製品・電力量計・開閉器・変圧器等電力関連資機材等の製造・販売
事業内容:情報・通信事業
専用通信回線サービス、データ伝送回線サービス、ソフトウェアの開発、データセンター事業、有線テレビ放送サービス
"
S100AR6T,business,"事業内容:電力設備工事
施工及び保守点検
事業内容:内燃力発電設備の工事・補修
受託運転、電気機械器具の販売及び修理
事業内容:電気機械設備の受託運転
電気・機械設備工事の施工
事業内容:電気計器の製造・修復及び検定代弁
電気設備の資機材販売
事業内容:情報通信事業
コンピュータシステムの設計・構築・運用・販売
"
S100ARWR,business,"事業内容:ビジネスウェア事業
メンズやレディスのビジネスウェア及び関連洋品の販売
事業内容:カジュアル事業
カジュアル衣料等の販売
事業内容:印刷・メディア事業
チラシの印刷、ダイレクトメールの印刷及び発送
事業内容:雑貨販売事業
100円ショップ「ダイソーアオヤマ 100YEN PLAZA」の展開
事業内容:総合リペアサービス事業
靴修理、鍵複製などの各種サービス
"
S100AXSS,business,"事業内容:漁労関係省力機械器具の販売
漁船、ロープ、浮子、防汚剤等の漁業関連資材の販売
事業内容:陸上関連事業
陸上用無結節網、ゴルフ練習場や防球・各種スポーツネット等の設計、施工、加工及び販売
事業内容:農業用資材の販売
培土などの販売
事業内容:機械設備の製作及び修理
組網機等の機械設備の製作及び修理、機械の部品加工等
"
S100D7H6,business,"事業内容:ネジ締付装置の製造・販売
ユーザー仕様に基づきナットランナを組み込み、全てオーダーメードで設計製作するネジ締め付け専用の自動機械または半自動機械
"
S100D942,business,"事業内容:宅配・出前サイト運営
宅配・出前サイト「ぐるなびデリバリー」の運営。
事業内容:結婚式情報サイト運営
結婚式情報サイト「ぐるなびウエディング」の運営。
事業内容:観光情報サービス
訪日外国人向け観光情報サービス「LIVE JAPAN PERFECT GUIDE TOKYO」の運営。
事業内容:事務関連業務請負事業
事務関連業務の請負及び福利厚生サービスの提供。
事業内容:中国における飲食店販促支援事業
中国におけるインターネットを活用した飲食店のPR及び販促活動支援事業。
"
S100DEOQ,business,"事業内容:ケミカルズ製品の製造・販売
粘着剤、微粉体、特殊機能材、加工製品の製造・販売
事業内容:装置・システムの販売
生産システムのエンジニアリング、プラントのメンテナンス、熱媒体油の輸入販売
事業内容:プラントのメンテナンス
事業内容:熱媒体油の製造販売
"
S100DFCS,business,"事業内容:カスタマーファイナンス事業
機械、器具備品等のファイナンス・リース、割賦販売取引や金銭の貸付及びそれらに付随する周辺業務を含む金融サービス取引
事業内容:アセットファイナンス事業
機械、輸送機器等のオペレーティング・リース、流動化等不動産に係る事業投融資、営業目的の金融収益を得るために所有する有価証券の運用業務、航空機・船舶を対象としたファイナンス、オフィスビル等の賃貸取引
事業内容:情報機器等の賃貸
事業内容:不動産の賃貸
事業内容:事務所の賃借
"
S100DG9P,business,"事業内容:戸建住宅事業
戸建住宅の注文請負・分譲
事業内容:賃貸住宅事業
賃貸住宅の開発・建築、管理・運営及び仲介
事業内容:マンション事業
マンションの開発・分譲・管理
事業内容:住宅ストック事業
増改築の請負・不動産の売買仲介
事業内容:商業施設事業
商業施設の開発・建築、管理・運営
"
S100DGRF,business,"事業内容:プレート式熱交換器PHEの製造販売
化学・造船・食品・空調・発電設備用等の熱交換器の製造販売
事業内容:ブレージングプレート式熱交換器BHEの製造販売
冷凍機用蒸発・凝縮器、集合住宅用給湯器等の熱交換器の製造販売
"
S100E0WR,business,"事業内容:人材派遣関連事業
労働者派遣法に基づく一般労働者派遣事業
事業内容:人材派遣関連事業関東
家電量販店を中心に営業及び販売等の業務過程の一部を受託
事業内容:人材紹介事業
職業安定法に基づく有料職業紹介事業として人材紹介を行う
事業内容:再就職支援事業
民間企業と行政官庁より受託するサービスの大きく2つの業態
事業内容:ペイロール事業
顧客企業の役職員に関する給与情報並びに勤怠情報に基づき、給与計算事務を代行
"
S100E634,business,"事業内容:キーパー製品等関連事業
カーコーティング用ケミカル製品などの開発・製造・販売
事業内容:技術サポート事業
キーパーコーティング施工店向けの技術サポート
事業内容:店舗運営事業
キーパーLABO店舗の運営
"
S100ETMD,business,"事業内容:スーパーマーケット事業
生鮮食料品、一般食料品、日用雑貨などを販売
事業内容:清掃・管理サービス
店舗の清掃・管理サービスを提供
"
S100FI6Z,business,"事業内容:温水空調機器の製造・販売
事業内容:住設システム機器の製造・販売
事業内容:厨房機器の製造・販売
事業内容:シェアードサービス
事業内容:グループ内キャッシュ・マネジメント・サービス
"
S100FTGD,business,"事業内容:医療用・研究用機器事業
医療用機器の仕入および販売
"
S100FW7O,business,"事業内容:Eコマース事業
インターネット上で自社オリジナルブランドの健康美容商品等を販売
事業内容:マーケティング
自社開発のマーケティングデータ分析システムを用いて、費用対効果の高い顧客獲得方法やリピート促進のためのフォローアップの企画立案実行
事業内容:定期購入制度
継続的に購入していただける仕組みを実現
事業内容:顧客サポート
専門知識をもとにお客様からの健康や当社商品に関する相談に対応
事業内容:システム開発
独自に構築した受注・出荷処理システムやマーケティングデータ分析システム、在庫管理・予測システム等を連動させることにより、業務の効率化を図る
"
S100G1QV,business,"事業内容:インダストリアルテープ
基盤機能材料、接合材料、保護材料等、自動車材料等の製造・販売
事業内容:オプトロニクス
情報機能材料、プリント回路、プロセス材料等の製造・販売
事業内容:ライフサイエンス
医療関連材料の製造・販売
"
S100G3PQ,business,"事業内容:生化学検査試薬の研究・開発・製造・販売
腎機能検査試薬、肝機能検査試薬などの製造
事業内容:免疫検査試薬の研究・開発・製造・販売
輸血検査試薬、癌マーカー検査試薬などの製造
"
S100G5RV,business,"事業内容:鉄道電気設備工事
信号設備、電車線設備、発変電設備、電灯・電力設備、情報・通信システム、鉄道送電線工事
事業内容:道路設備工事
交通信号・道路情報制御システム、標識・標示、遮音壁・防護柵・裏面吸音板、景観サイン
事業内容:屋内外電気設備工事
屋外電気設備、屋内電気設備、鉄道関連事業、リニューアル工事、太陽光発電システム工事
事業内容:製造・販売業務
交通施設に関する標識及び交通安全用品の製造・販売業務
事業内容:機械工具・工事用資材販売業務
"
S100G8B9,business,"事業内容:クレジットカード業
クレジットカード業務
事業内容:コンピュータ関連業務
コンピュータ関連業務
事業内容:金融・経済の調査・研究、経営相談業務
金融・経済の調査・研究、経営相談業務
事業内容:ベンチャーキャピタル業
ベンチャーキャピタル業
事業内容:文書等保管、現金等の精算・整理業務
"
S100G9UI,business,"事業内容:旅客自動車運送業
事業内容:自動車販売業
事業内容:石油製品・ガス販売業
事業内容:スポーツクラブ事業
事業内容:介護サービス事業
"
S100GARS,business,"事業内容:事業再生支援・債権管理回収業務
事業内容:情報処理・情報通信サービス業務
事業内容:事務代行業務
事業内容:計算受託業務
事業内容:クレジットカード業務
"
S100GBDJ,business,"事業内容:プラント向け工事・販売
国内外でプラント向け工事・販売事業を展開
"
S100GCH8,business,"事業内容:建物総合管理サービス事業
官公庁、民間企業の事務所ビル、店舗、ホテル、病院等各種建物に対する警備保障、清掃、オフィスサービス、設備管理等
事業内容:人材サービス事業
情報管理、ファイリング、機器操作等の人材派遣業務、有料職業紹介業務
事業内容:介護サービス事業
要介護老人、病人及び身体上、障害がある者に対する介護サービス業務
事業内容:建物賃貸事業
"
S100GCI1,business,"事業内容:プラント事業
プラントの設計・施工
事業内容:建材及び舗装用材事業
建材及び舗装用材の販売・施工
事業内容:不動産賃貸事業
オフィスビルや住宅等の賃貸
"
S100IOZN,business,"事業内容:水耕栽培による野菜の栽培及び販売を通じた障害者福祉サービス事業
障害者の安定的な職場の確保を図るために行う社会福祉への取り組みの一環。
"
S100IV3J,business,"事業内容:事業者向け金融事業
"
S100IYE6,business,"事業内容:ソフト専門店
事業内容:インターネットサービスプロバイダ事業
約56万7千人の会員を擁する
事業内容:オフィス用品、日用品、各種業務用品等の販売
事業内容:酒類等の販売
事業内容:情報システムの運用及び開発
"
S100IYGI,business,"事業内容:コンサルティング
新規ビジネスのサポート、メニュー提案、食のセミナー、衛生教育指導
"
S100JRY4,business,"事業内容:ゴルフ場の経営
事業内容:ゴルフ場経営に付帯する事業
"
S100KG5F,business,"事業内容:NEWITトランスフォーメーション事業
AI、音声インターネット、モビリティ、IoT、ビッグデータ、クラウド、セキュリティなどの各種アルゴリズム、基盤テクノロジーを活用したサービス及びデジタル人材の育成研修
事業内容:パブリテック事業
NEWITトランスフォーメーション事業における主に地方自治体向けのテクノロジーサービスを強化するための事業
"
S100KZGC,business,"事業内容:未熟児網膜症診断薬の開発
未熟児網膜症の診断に役立つ薬の開発
"
S100LKLF,business,"事業内容:生化学検査試薬の研究、開発、製造、販売
腎機能検査試薬、肝機能検査試薬などの製品
事業内容:免疫検査試薬の研究、開発、製造、販売
輸血検査試薬、癌マーカー検査試薬などの製品
事業内容:機器の研究、開発、製造、販売
"
